,ActivitySiteID,BookingEndDateTime,Number Booked,Price (INR)
140,1,2018-05-24,-0.4900733724884813,-1.0688107098285424
141,1,2018-05-25,-0.386280120457617,-1.0688107098285424
142,1,2018-04-02,-0.69765987655021,-1.0688107098285424
143,1,2018-04-09,-0.074900364365024,-1.0688107098285424
144,1,2018-04-16,-0.074900364365024,-1.0688107098285424
145,1,2018-04-23,0.4440658957892976,-1.0688107098285424
146,1,2018-04-30,0.3402726437584333,-1.0688107098285424
147,1,2018-05-07,-1.2166261367045317,-1.0688107098285424
148,1,2018-05-14,-0.69765987655021,-1.0688107098285424
149,1,2018-05-21,-0.386280120457617,-1.0688107098285424
150,1,2018-05-28,-1.1128328846736673,-1.0688107098285424
151,0,2018-04-04,0.6516523998510263,-1.0688107098285424
152,0,2018-04-11,1.481998416097941,-1.0688107098285424
153,0,2018-04-18,1.170618660005348,-1.0688107098285424
154,0,2018-04-25,0.7554456518818906,-1.0688107098285424
155,0,2018-05-02,1.0668254079744837,-1.0688107098285424
156,0,2018-05-09,0.9630321559436192,-1.0688107098285424
157,0,2018-05-16,-0.1786936163958883,-1.0688107098285424
158,0,2018-05-23,0.2364793917275689,-1.0688107098285424
159,0,2018-05-30,0.547859147820162,-1.0688107098285424
160,3,2018-04-03,1.170618660005348,-1.0688107098285424
161,3,2018-04-10,-0.074900364365024,-1.0688107098285424
162,3,2018-04-17,-0.386280120457617,-1.0688107098285424
163,3,2018-04-24,0.2364793917275689,-1.0688107098285424
164,3,2018-05-01,0.547859147820162,-1.0688107098285424
165,3,2018-05-08,-0.074900364365024,-1.0688107098285424
166,3,2018-05-15,0.0288928876658403,-1.0688107098285424
167,3,2018-05-22,0.3402726437584333,-1.0688107098285424
168,3,2018-05-29,0.547859147820162,-1.0688107098285424
169,1,2018-04-22,0.2364793917275689,-1.0688107098285424
170,1,2018-04-29,-0.4900733724884813,-1.0688107098285424
171,1,2018-05-13,-0.8014531285810743,-1.0688107098285424
172,1,2018-05-20,-1.320419388735396,-1.0688107098285424
173,1,2018-05-27,-0.69765987655021,-1.0688107098285424
174,3,2018-04-06,-1.631799144827989,-0.4447741685013144
175,3,2018-04-13,-1.2166261367045317,-0.4447741685013144
176,3,2018-04-20,-1.320419388735396,-0.4447741685013144
177,3,2018-04-27,-0.9052463806119386,-0.4447741685013144
178,3,2018-05-04,-1.320419388735396,-0.4447741685013144
179,3,2018-05-11,-1.009039632642803,-0.4447741685013144
180,3,2018-05-18,-1.4242126407662603,-0.4447741685013144
181,0,2018-04-07,-0.9052463806119386,-1.0688107098285424
182,0,2018-04-14,-0.8014531285810743,-1.0688107098285424
183,0,2018-04-21,-0.8014531285810743,-1.0688107098285424
184,0,2018-04-28,-0.8014531285810743,-1.0688107098285424
185,0,2018-05-05,-0.8014531285810743,-1.0688107098285424
186,0,2018-05-12,-0.9052463806119386,-1.0688107098285424
187,0,2018-05-19,-0.8014531285810743,-1.0688107098285424
188,0,2018-05-26,-1.1128328846736673,-1.0688107098285424
189,3,2018-04-06,-1.631799144827989,-1.0688107098285424
190,3,2018-04-13,-1.631799144827989,-1.0688107098285424
191,3,2018-04-20,-1.320419388735396,-1.0688107098285424
192,3,2018-04-27,-1.1128328846736673,-1.0688107098285424
193,3,2018-05-04,-1.009039632642803,-1.0688107098285424
194,3,2018-05-11,-1.1128328846736673,-1.0688107098285424
195,3,2018-05-18,-1.4242126407662603,-1.0688107098285424
196,0,2018-04-04,-1.631799144827989,-1.0688107098285424
197,0,2018-04-11,-1.4242126407662603,-1.0688107098285424
198,0,2018-04-18,-1.320419388735396,-1.0688107098285424
199,0,2018-04-25,-1.2166261367045317,-1.0688107098285424
200,0,2018-05-02,-1.2166261367045317,-1.0688107098285424
201,0,2018-05-09,-1.1128328846736673,-1.0688107098285424
202,0,2018-05-16,-1.1128328846736673,-1.0688107098285424
203,0,2018-05-23,-1.2166261367045317,-1.0688107098285424
204,3,2018-04-06,-1.5280058927971247,-1.0688107098285424
205,3,2018-04-13,-1.5280058927971247,-1.0688107098285424
206,3,2018-04-20,-1.631799144827989,-1.0688107098285424
207,3,2018-04-27,-1.5280058927971247,-1.0688107098285424
208,3,2018-05-04,-1.4242126407662603,-1.0688107098285424
209,3,2018-05-11,-1.4242126407662603,-1.0688107098285424
210,3,2018-05-18,-1.631799144827989,-1.0688107098285424
211,4,2018-04-06,-0.2824868684267527,0.1792623728259133
212,4,2018-04-13,-0.5938666245193457,0.1792623728259133
213,4,2018-04-20,-0.386280120457617,0.1792623728259133
214,4,2018-04-27,-0.386280120457617,0.1792623728259133
215,4,2018-05-11,-0.386280120457617,0.1792623728259133
216,4,2018-05-18,-0.8014531285810743,0.1792623728259133
217,4,2018-05-25,-0.1786936163958883,0.1792623728259133
218,0,2018-04-09,-1.1128328846736673,-0.4447741685013144
219,0,2018-04-16,-0.9052463806119386,-0.4447741685013144
220,0,2018-04-23,-0.8014531285810743,-0.4447741685013144
221,0,2018-04-30,-0.8014531285810743,-0.4447741685013144
222,0,2018-05-14,-1.1128328846736673,-0.4447741685013144
223,0,2018-05-21,-1.2166261367045317,-0.4447741685013144
224,0,2018-04-04,-1.2166261367045317,-0.4447741685013144
225,0,2018-04-11,-1.5280058927971247,-0.4447741685013144
226,0,2018-04-18,-1.320419388735396,-0.4447741685013144
227,0,2018-04-25,-1.009039632642803,-0.4447741685013144
228,0,2018-05-02,-0.9052463806119386,-0.4447741685013144
229,0,2018-05-09,-0.9052463806119386,-0.4447741685013144
230,0,2018-05-16,-0.9052463806119386,-0.4447741685013144
231,0,2018-05-23,-0.8014531285810743,-0.4447741685013144
232,3,2018-04-18,-1.009039632642803,-0.4447741685013144
233,3,2018-04-25,-1.009039632642803,-0.4447741685013144
234,3,2018-05-02,-1.009039632642803,-0.4447741685013144
235,3,2018-05-09,-0.9052463806119386,-0.4447741685013144
236,3,2018-05-16,-1.1128328846736673,-0.4447741685013144
237,3,2018-05-23,-0.5938666245193457,-0.4447741685013144
238,0,2018-04-05,1.793378172190534,-1.0688107098285424
239,0,2018-04-12,1.793378172190534,-1.0688107098285424
240,0,2018-04-19,1.6895849201596695,-1.0688107098285424
241,0,2018-04-26,1.5857916681288051,-1.0688107098285424
242,0,2018-05-03,1.793378172190534,-1.0688107098285424
243,0,2018-05-10,1.793378172190534,-1.0688107098285424
244,0,2018-05-17,1.481998416097941,-1.0688107098285424
245,0,2018-05-24,1.5857916681288051,-1.0688107098285424
246,0,2018-05-31,0.9630321559436192,-1.0688107098285424
247,3,2018-04-06,0.1326861396967046,-1.0688107098285424
248,3,2018-04-13,0.7554456518818906,-1.0688107098285424
249,3,2018-04-20,0.8592389039127549,-1.0688107098285424
250,3,2018-04-27,1.3782051640670767,-1.0688107098285424
251,3,2018-05-04,0.9630321559436192,-1.0688107098285424
252,3,2018-05-11,1.170618660005348,-1.0688107098285424
253,3,2018-05-18,0.8592389039127549,-1.0688107098285424
254,0,2018-04-06,1.3782051640670767,-1.0688107098285424
255,0,2018-04-13,1.0668254079744837,-1.0688107098285424
256,0,2018-04-20,1.6895849201596695,-1.0688107098285424
257,0,2018-04-27,1.793378172190534,-1.0688107098285424
258,0,2018-05-04,1.5857916681288051,-1.0688107098285424
259,0,2018-05-11,1.170618660005348,-1.0688107098285424
260,0,2018-05-18,1.0668254079744837,-1.0688107098285424
261,0,2018-05-25,1.5857916681288051,-1.0688107098285424
262,0,2018-04-02,-0.4900733724884813,-1.0688107098285424
263,0,2018-04-09,2.0009646762522624,-1.0688107098285424
264,0,2018-04-16,1.793378172190534,-1.0688107098285424
265,0,2018-04-23,1.793378172190534,-1.0688107098285424
266,0,2018-04-30,1.793378172190534,-1.0688107098285424
267,0,2018-05-07,0.9630321559436192,-1.0688107098285424
268,0,2018-05-14,1.6895849201596695,-1.0688107098285424
269,0,2018-05-21,1.793378172190534,-1.0688107098285424
270,0,2018-05-28,1.2744119120362123,-1.0688107098285424
271,4,2018-04-03,-0.4900733724884813,-1.0688107098285424
272,4,2018-04-10,-0.386280120457617,-1.0688107098285424
273,4,2018-04-17,-0.69765987655021,-1.0688107098285424
274,4,2018-04-24,-1.009039632642803,-1.0688107098285424
275,4,2018-05-01,0.2364793917275689,-1.0688107098285424
276,4,2018-05-08,-0.386280120457617,-1.0688107098285424
277,4,2018-05-15,-0.5938666245193457,-1.0688107098285424
278,4,2018-05-22,0.0288928876658403,-1.0688107098285424
279,4,2018-05-29,-0.4900733724884813,-1.0688107098285424
280,3,2018-04-04,1.793378172190534,-1.0688107098285424
281,3,2018-04-11,1.793378172190534,-1.0688107098285424
282,3,2018-04-18,1.481998416097941,-1.0688107098285424
283,3,2018-04-25,1.793378172190534,-1.0688107098285424
284,3,2018-05-02,1.3782051640670767,-1.0688107098285424
285,3,2018-05-09,1.793378172190534,-1.0688107098285424
286,3,2018-05-16,1.3782051640670767,-1.0688107098285424
287,3,2018-05-23,1.5857916681288051,-1.0688107098285424
288,3,2018-05-30,1.6895849201596695,-1.0688107098285424
289,0,2018-04-03,1.5857916681288051,-1.0688107098285424
290,0,2018-04-10,1.481998416097941,-1.0688107098285424
291,0,2018-04-17,1.0668254079744837,-1.0688107098285424
292,0,2018-04-24,1.481998416097941,-1.0688107098285424
293,0,2018-05-01,1.6895849201596695,-1.0688107098285424
294,0,2018-05-08,1.481998416097941,-1.0688107098285424
295,0,2018-05-15,1.170618660005348,-1.0688107098285424
296,0,2018-05-22,1.170618660005348,-1.0688107098285424
297,0,2018-05-29,0.8592389039127549,-1.0688107098285424
298,1,2018-04-10,-0.5938666245193457,-1.0688107098285424
299,1,2018-04-17,-0.1786936163958883,-1.0688107098285424
300,1,2018-04-24,-0.2824868684267527,-1.0688107098285424
301,1,2018-05-01,0.2364793917275689,-1.0688107098285424
302,1,2018-05-08,0.2364793917275689,-1.0688107098285424
303,1,2018-05-15,0.1326861396967046,-1.0688107098285424
304,1,2018-05-22,0.2364793917275689,-1.0688107098285424
305,1,2018-05-29,-0.5938666245193457,-1.0688107098285424
306,3,2018-04-09,1.170618660005348,-1.0688107098285424
307,3,2018-04-16,1.5857916681288051,-1.0688107098285424
308,3,2018-04-23,0.9630321559436192,-1.0688107098285424
309,3,2018-04-30,1.6895849201596695,-1.0688107098285424
310,3,2018-05-14,1.5857916681288051,-1.0688107098285424
311,3,2018-05-21,1.6895849201596695,-1.0688107098285424
312,4,2018-04-03,0.0288928876658403,-1.0688107098285424
313,4,2018-04-05,-1.631799144827989,-1.0688107098285424
314,4,2018-04-10,-0.4900733724884813,-1.0688107098285424
315,4,2018-04-12,-0.9052463806119386,-1.0688107098285424
316,4,2018-04-17,-0.2824868684267527,-1.0688107098285424
317,4,2018-04-19,-0.9052463806119386,-1.0688107098285424
318,4,2018-04-24,-0.1786936163958883,-1.0688107098285424
319,4,2018-04-26,-0.074900364365024,-1.0688107098285424
320,4,2018-05-01,0.7554456518818906,-1.0688107098285424
321,4,2018-05-03,0.0288928876658403,-1.0688107098285424
322,4,2018-05-08,-0.69765987655021,-1.0688107098285424
323,4,2018-05-10,-1.1128328846736673,-1.0688107098285424
324,4,2018-05-15,0.3402726437584333,-1.0688107098285424
325,4,2018-05-17,-1.7355923968588534,-1.0688107098285424
326,4,2018-05-22,0.3402726437584333,-1.0688107098285424
327,4,2018-05-24,-0.4900733724884813,-1.0688107098285424
328,4,2018-05-29,0.1326861396967046,-1.0688107098285424
329,4,2018-05-31,-0.69765987655021,-1.0688107098285424
330,4,2018-04-05,-0.4900733724884813,-0.4447741685013144
331,4,2018-04-12,0.0288928876658403,-0.4447741685013144
332,4,2018-04-19,-0.1786936163958883,-0.4447741685013144
333,4,2018-04-26,0.1326861396967046,-0.4447741685013144
334,4,2018-05-03,0.0288928876658403,-0.4447741685013144
335,4,2018-05-10,0.4440658957892976,-0.4447741685013144
336,4,2018-05-17,-0.386280120457617,-0.4447741685013144
337,4,2018-05-24,0.0288928876658403,-0.4447741685013144
338,4,2018-05-31,0.0288928876658403,-0.4447741685013144
339,1,2018-04-08,0.3402726437584333,-1.0688107098285424
340,1,2018-04-15,0.2364793917275689,-1.0688107098285424
341,0,2018-04-16,-1.5280058927971247,-1.0688107098285424
342,0,2018-04-23,-1.5280058927971247,-1.0688107098285424
343,0,2018-04-30,-1.4242126407662603,-1.0688107098285424
344,0,2018-05-14,-1.1128328846736673,-1.0688107098285424
345,0,2018-05-21,-1.4242126407662603,-1.0688107098285424
346,3,2018-04-16,-1.631799144827989,-1.0688107098285424
347,3,2018-04-30,-1.5280058927971247,-1.0688107098285424
348,3,2018-05-14,-1.4242126407662603,-1.0688107098285424
349,3,2018-05-21,-1.5280058927971247,-1.0688107098285424
350,4,2018-04-06,-1.2166261367045317,-1.0688107098285424
351,4,2018-04-13,-1.009039632642803,-1.0688107098285424
352,4,2018-04-20,-1.320419388735396,-1.0688107098285424
353,4,2018-04-27,-1.2166261367045317,-1.0688107098285424
354,4,2018-05-11,-1.5280058927971247,-1.0688107098285424
355,4,2018-05-18,-1.2166261367045317,-1.0688107098285424
356,4,2018-05-25,-1.4242126407662603,-1.0688107098285424
357,0,2018-04-04,-1.2166261367045317,-0.4447741685013144
358,0,2018-04-11,-1.631799144827989,-0.4447741685013144
359,0,2018-04-18,-1.2166261367045317,-0.4447741685013144
360,0,2018-04-25,-1.2166261367045317,-0.4447741685013144
361,0,2018-05-02,-1.4242126407662603,-0.4447741685013144
362,0,2018-05-09,-1.1128328846736673,-0.4447741685013144
363,0,2018-05-23,-1.7355923968588534,-0.4447741685013144
364,2,2018-04-10,-1.7355923968588534,0.1792623728259133
365,3,2018-04-06,-1.631799144827989,1.427335455480369
366,3,2018-04-13,-1.009039632642803,1.427335455480369
367,3,2018-04-20,-1.009039632642803,1.427335455480369
368,3,2018-04-27,-0.8014531285810743,1.427335455480369
369,3,2018-05-04,-1.4242126407662603,1.427335455480369
370,3,2018-05-11,-1.2166261367045317,1.427335455480369
371,3,2018-05-18,-1.320419388735396,1.427335455480369
372,3,2018-05-25,-0.9052463806119386,1.427335455480369
373,4,2018-04-06,-0.2824868684267527,1.427335455480369
374,4,2018-04-13,-0.5938666245193457,1.427335455480369
375,4,2018-04-20,-0.386280120457617,1.427335455480369
376,4,2018-04-27,-0.386280120457617,1.427335455480369
377,4,2018-05-04,-0.1786936163958883,1.427335455480369
378,4,2018-05-11,-0.2824868684267527,1.427335455480369
379,4,2018-05-18,-0.8014531285810743,1.427335455480369
380,4,2018-05-25,-0.9052463806119386,1.427335455480369
381,2,2018-04-07,-0.8014531285810743,1.427335455480369
382,2,2018-04-21,-0.1786936163958883,1.427335455480369
383,2,2018-04-28,-0.4900733724884813,1.427335455480369
384,2,2018-05-05,-0.4900733724884813,1.427335455480369
385,2,2018-05-12,-0.9052463806119386,1.427335455480369
386,2,2018-05-19,-0.8014531285810743,1.427335455480369
387,2,2018-05-26,-0.1786936163958883,1.427335455480369
388,4,2018-04-07,0.4440658957892976,1.427335455480369
389,4,2018-04-14,0.1326861396967046,1.427335455480369
390,4,2018-04-21,0.6516523998510263,1.427335455480369
391,4,2018-04-28,0.547859147820162,1.427335455480369
392,4,2018-05-05,0.4440658957892976,1.427335455480369
393,4,2018-05-12,0.547859147820162,1.427335455480369
394,4,2018-05-19,0.3402726437584333,1.427335455480369
395,4,2018-05-26,-0.2824868684267527,1.427335455480369
396,0,2018-05-23,0.547859147820162,-1.6928472511557702
397,0,2018-05-30,-0.8014531285810743,-1.6928472511557702
398,1,2018-04-06,-1.7355923968588534,-0.4447741685013144
399,1,2018-05-04,-1.631799144827989,-0.4447741685013144
400,1,2018-05-11,-1.5280058927971247,-0.4447741685013144
401,1,2018-05-18,-1.631799144827989,-0.4447741685013144
402,1,2018-05-25,-1.631799144827989,-0.4447741685013144
403,3,2018-04-09,0.0288928876658403,1.427335455480369
404,3,2018-04-16,-0.9052463806119386,1.427335455480369
405,3,2018-04-23,-0.8014531285810743,1.427335455480369
406,3,2018-04-30,-0.8014531285810743,1.427335455480369
407,3,2018-05-14,-0.69765987655021,1.427335455480369
408,3,2018-05-21,-0.9052463806119386,1.427335455480369
409,0,2018-04-05,-1.009039632642803,-0.4447741685013144
410,0,2018-04-12,-0.9052463806119386,-0.4447741685013144
411,0,2018-04-19,-1.2166261367045317,-0.4447741685013144
412,0,2018-04-26,-1.7355923968588534,-0.4447741685013144
413,0,2018-05-10,-1.4242126407662603,-0.4447741685013144
414,0,2018-04-04,-0.1786936163958883,0.1792623728259133
415,0,2018-04-11,-0.074900364365024,0.1792623728259133
416,0,2018-04-18,-0.69765987655021,0.1792623728259133
417,0,2018-04-25,-0.386280120457617,0.1792623728259133
418,0,2018-05-02,0.0288928876658403,0.1792623728259133
419,0,2018-05-16,-0.5938666245193457,0.1792623728259133
420,0,2018-05-23,-0.4900733724884813,0.1792623728259133
421,0,2018-05-30,-0.4900733724884813,0.1792623728259133
423,0,2018-04-02,0.0288928876658403,0.1792623728259133
424,0,2018-04-09,0.2364793917275689,0.1792623728259133
425,0,2018-04-16,1.793378172190534,0.1792623728259133
426,0,2018-04-23,0.6516523998510263,0.1792623728259133
427,0,2018-04-30,0.8592389039127549,0.1792623728259133
428,0,2018-05-07,0.9630321559436192,0.1792623728259133
429,0,2018-05-14,0.8592389039127549,0.1792623728259133
430,0,2018-05-28,0.4440658957892976,0.1792623728259133
431,0,2018-04-09,1.793378172190534,0.1792623728259133
432,0,2018-04-16,1.793378172190534,0.1792623728259133
433,0,2018-04-23,1.793378172190534,0.1792623728259133
434,0,2018-04-30,1.2744119120362123,0.1792623728259133
435,0,2018-05-14,1.481998416097941,0.1792623728259133
436,0,2018-05-21,1.170618660005348,0.1792623728259133
437,0,2018-04-04,1.5857916681288051,0.1792623728259133
438,0,2018-04-11,1.0668254079744837,0.1792623728259133
439,0,2018-04-18,0.547859147820162,0.1792623728259133
440,0,2018-04-25,1.170618660005348,0.1792623728259133
441,0,2018-05-02,1.170618660005348,0.1792623728259133
442,0,2018-05-16,0.8592389039127549,0.1792623728259133
443,0,2018-05-23,1.481998416097941,0.1792623728259133
444,0,2018-05-30,1.793378172190534,0.1792623728259133
445,0,2018-04-05,1.6895849201596695,0.1792623728259133
446,0,2018-04-12,1.5857916681288051,0.1792623728259133
447,0,2018-04-19,1.3782051640670767,0.1792623728259133
448,0,2018-04-26,1.3782051640670767,0.1792623728259133
449,0,2018-05-03,1.2744119120362123,0.1792623728259133
450,0,2018-05-10,1.481998416097941,0.1792623728259133
451,0,2018-05-17,1.5857916681288051,0.1792623728259133
452,0,2018-05-24,1.3782051640670767,0.1792623728259133
453,0,2018-05-31,0.8592389039127549,0.1792623728259133
454,0,2018-04-07,1.6895849201596695,0.1792623728259133
455,0,2018-04-21,1.5857916681288051,0.1792623728259133
456,0,2018-04-28,1.5857916681288051,0.1792623728259133
457,0,2018-05-05,1.481998416097941,0.1792623728259133
458,0,2018-05-12,1.6895849201596695,0.1792623728259133
459,0,2018-05-19,0.4440658957892976,0.1792623728259133
460,0,2018-05-26,1.6895849201596695,0.1792623728259133
461,3,2018-04-01,-0.386280120457617,0.8032989141531413
462,3,2018-04-08,0.6516523998510263,0.8032989141531413
463,3,2018-04-15,-0.5938666245193457,0.8032989141531413
464,3,2018-04-22,-0.074900364365024,0.8032989141531413
465,3,2018-04-29,0.0288928876658403,0.8032989141531413
